"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"8600000US53930","ZCTA5 53930","516","45","2.9","1.4","3.9","2.2","7.0","2.3","11.4","3.3","14.7","4.5","17.1","4.4","15.9","3.5","20.3","4.7","4.8","2.3","1.9","1.2","66333","7603","75450","5482","38.4","(X)","(X)","(X)","(X)","(X)","342","37","2.0","1.5","3.2","3.0","3.8","2.3","8.5","3.4","8.8","3.9","19.9","5.5","17.8","4.7","27.5","6.5","6.1","2.8","2.3","1.6","78889","6463","85743","7169","(X)","(X)","37.1","(X)","(X)","(X)","269","37","0.7","1.0","1.5","1.8","2.2","1.8","4.5","2.5","9.3","4.8","20.8","6.3","20.8","5.8","30.9","7.9","6.3","3.6","3.0","2.1","83750","13045","N","N","(X)","(X)","(X)","(X)","(X)","(X)","174","37","5.7","4.3","5.2","3.4","13.2","5.3","21.3","7.4","26.4","11.5","9.8","5.7","13.8","6.8","3.4","3.3","0.0","9.6","1.1","1.4","39167","5487","47507","6331","(X)","(X)","(X)","(X)","38.5","(X)"
"8600000US53931","ZCTA5 53931","91","21","1.1","2.8","4.4","6.0","8.8","8.8","4.4","4.4","5.5","8.1","27.5","12.5","17.6","9.8","29.7","14.0","0.0","17.4","1.1","3.0","69750","22483","73545","9640","35.2","(X)","(X)","(X)","(X)","(X)","52","16","0.0","27.9","0.0","27.9","11.5","14.1","0.0","27.9","13.5","13.7","15.4","10.4","17.3","9.9","40.4","19.6","1.9","5.3","0.0","27.9","92500","23104","81833","16506","(X)","(X)","30.8","(X)","(X)","(X)","41","13","0.0","33.2","0.0","33.2","2.4","5.7","0.0","33.2","2.4","5.3","19.5","13.4","22.0","12.9","51.2","17.7","2.4","6.5","0.0","33.2","100938","11216","N","N","(X)","(X)","(X)","(X)","(X)","(X)","39","15","2.6","6.8","10.3","13.6","5.1","7.1","10.3","11.6","0.0","34.3","48.7","24.1","7.7","8.7","15.4","23.3","0.0","34.3","0.0","34.3","58438","12554","57510","14333","(X)","(X)","(X)","(X)","35.9","(X)"
"8600000US53932","ZCTA5 53932","1003","61","2.5","1.1","3.4","2.0","5.2","1.9","9.7","2.8","10.7","3.1","16.7","2.7","19.0","3.6","21.0","3.6","6.2","2.0","5.7","2.1","76741","3430","85869","4996","31.0","(X)","(X)","(X)","(X)","(X)","732","54","1.5","1.0","1.8","0.9","1.5","0.8","7.5","2.7","10.0","3.4","16.3","3.1","20.4","4.4","26.0","4.6","8.2","2.7","7.0","2.8","87250","6119","97208","5717","(X)","(X)","30.2","(X)","(X)","(X)","627","46","0.6","0.8","1.1","0.8","1.0","0.6","5.9","2.9","9.6","3.7","12.3","3.0","22.5","5.0","29.3","5.1","9.6","3.2","8.1","3.2","96103","6346","N","N","(X)","(X)","(X)","(X)","(X)","(X)","271","42","6.6","4.1","10.0","6.9","15.9","6.5","13.3","6.3","12.5","4.6","21.4","6.8","14.0","6.5","4.8","2.9","0.7","1.0","0.7","1.3","43750","17217","49543","8004","(X)","(X)","(X)","(X)","32.1","(X)"
"8600000US53933","ZCTA5 53933","1270","101","7.2","3.0","3.3","1.6","8.7","2.5","7.9","2.5","13.5","2.6","18.3","3.7","18.3","3.5","15.9","3.2","4.9","2.2","2.0","1.1","60250","8263","74609","8666","45.3","(X)","(X)","(X)","(X)","(X)","841","91","2.7","1.8","0.4","0.5","7.3","3.2","6.8","3.8","13.3","3.6","19.4","4.3","21.9","4.6","19.6","4.1","6.9","3.2","1.8","1.2","75163","6339","84590","9857","(X)","(X)","45.7","(X)","(X)","(X)","666","76","0.5","0.6","0.0","2.6","4.7","3.0","3.0","1.9","14.9","4.2","20.6","4.9","23.7","5.2","22.7","4.9","7.8","3.9","2.3","1.5","82941","8454","N","N","(X)","(X)","(X)","(X)","(X)","(X)","429","69","18.4","7.8","9.1","4.3","14.0","5.2","12.6","5.7","12.4","4.3","16.1","6.5","10.3","5.1","4.4","2.8","0.9","1.3","1.9","2.1","30662","5781","48987","14775","(X)","(X)","(X)","(X)","43.4","(X)"
"8600000US53934","ZCTA5 53934","2015","124","4.1","2.3","9.2","2.4","18.0","3.0","12.7","2.5","14.0","2.2","19.8","3.5","11.4","2.4","6.5","1.4","3.0","0.9","1.3","1.0","39985","4400","53610","3707","34.4","(X)","(X)","(X)","(X)","(X)","1247","86","3.1","3.0","2.5","1.3","13.1","3.7","14.4","3.2","11.5","2.5","24.1","4.6","15.4","3.0","8.9","2.2","4.9","1.5","2.2","1.6","54575","3657","66185","5543","(X)","(X)","37.6","(X)","(X)","(X)","1016","88","2.6","3.5","3.1","1.6","10.7","3.3","12.6","3.7","10.5","2.6","22.9","5.0","18.4","3.6","10.9","2.7","5.6","1.7","2.7","1.9","61667","4269","N","N","(X)","(X)","(X)","(X)","(X)","(X)","768","93","5.7","3.0","20.2","5.3","27.1","5.0","12.0","3.4","16.4","3.7","13.0","4.8","3.1","2.5","2.5","1.2","0.0","2.2","0.0","2.2","23894","2212","32119","3040","(X)","(X)","(X)","(X)","28.8","(X)"
"8600000US53935","ZCTA5 53935","96","19","3.1","2.9","4.2","6.3","12.5","8.8","10.4","6.6","9.4","7.8","35.4","11.2","11.5","6.3","11.5","6.0","2.1","2.9","0.0","16.6","58125","13540","58635","8358","30.2","(X)","(X)","(X)","(X)","(X)","64","17","0.0","23.6","0.0","23.6","9.4","11.6","4.7","7.9","9.4","9.0","40.6","14.0","15.6","10.1","17.2","8.6","3.1","4.3","0.0","23.6","62500","6567","71347","11656","(X)","(X)","25.0","(X)","(X)","(X)","56","14","0.0","26.3","0.0","26.3","0.0","26.3","3.6","7.0","10.7","10.5","44.6","14.6","17.9","11.0","19.6","10.3","3.6","4.8","0.0","26.3","70000","15875","N","N","(X)","(X)","(X)","(X)","(X)","(X)","32","11","9.4","8.9","12.5","18.2","18.8","11.8","21.9","12.8","9.4","11.5","25.0","15.1","3.1","7.9","0.0","38.5","0.0","38.5","0.0","38.5","27500","11675","33213","8254","(X)","(X)","(X)","(X)","40.6","(X)"
"8600000US53936","ZCTA5 53936","602","69","2.7","2.1","2.5","1.9","15.0","4.6","12.8","4.6","26.9","5.1","21.4","5.0","8.6","3.5","8.5","3.1","1.0","1.0","0.7","0.9","41875","3313","52755","4150","36.2","(X)","(X)","(X)","(X)","(X)","396","57","0.8","1.0","1.0","1.5","4.3","2.1","15.4","5.8","28.0","7.2","28.3","6.1","9.6","3.8","10.9","3.6","0.8","1.0","1.0","1.4","50333","5126","59391","5121","(X)","(X)","35.4","(X)","(X)","(X)","312","49","0.6","1.0","0.0","5.5","4.5","2.3","8.7","4.7","32.1","7.9","32.7","6.9","9.9","4.2","9.3","4.1","1.0","1.3","1.3","1.8","52167","4227","N","N","(X)","(X)","(X)","(X)","(X)","(X)","206","52","6.8","6.3","5.3","4.8","36.4","11.8","15.0","8.5","19.9","7.9","8.3","7.2","6.8","6.6","0.0","8.1","1.5","2.0","0.0","8.1","25268","2657","34180","6011","(X)","(X)","(X)","(X)","37.9","(X)"
"8600000US53937","ZCTA5 53937","383","41","4.4","4.2","2.1","1.9","4.4","2.3","11.0","4.2","12.0","4.0","24.3","6.8","20.6","6.4","14.1","4.8","5.5","3.2","1.6","1.2","62031","7230","73184","5889","46.2","(X)","(X)","(X)","(X)","(X)","290","34","3.1","4.5","1.7","1.6","1.4","1.3","5.9","2.4","12.4","4.1","25.5","8.1","25.5","8.4","16.2","5.9","6.2","4.0","2.1","1.6","75000","13363","81628","7370","(X)","(X)","48.6","(X)","(X)","(X)","257","35","3.5","5.1","1.2","1.5","1.6","1.4","5.8","2.6","12.8","4.5","24.1","7.6","24.1","9.0","18.3","6.7","6.2","4.4","2.3","1.7","75694","10710","N","N","(X)","(X)","(X)","(X)","(X)","(X)","93","24","8.6","10.3","3.2","4.2","14.0","7.7","26.9","14.1","14.0","9.0","20.4","11.3","6.5","6.4","6.5","4.8","0.0","17.1","0.0","17.1","31875","14053","42868","7515","(X)","(X)","(X)","(X)","36.6","(X)"
"8600000US53939","ZCTA5 53939","113","22","6.2","6.3","1.8","2.7","8.0","7.2","11.5","8.4","19.5","9.0","22.1","10.1","14.2","9.1","14.2","11.4","0.9","1.6","1.8","3.4","53958","10042","62317","8738","61.1","(X)","(X)","(X)","(X)","(X)","82","21","7.3","7.1","0.0","19.1","6.1","8.7","8.5","8.7","15.9","13.6","26.8","12.8","13.4","11.2","19.5","16.0","1.2","2.2","1.2","2.8","65278","20041","66221","10174","(X)","(X)","65.9","(X)","(X)","(X)","70","20","4.3","6.5","0.0","21.9","7.1","10.0","10.0","10.0","17.1","14.3","31.4","13.8","12.9","13.0","15.7","15.7","1.4","2.5","0.0","21.9","61250","17478","N","N","(X)","(X)","(X)","(X)","(X)","(X)","31","13","12.9","14.4","6.5","9.6","12.9","13.2","19.4","20.3","19.4","19.9","9.7","10.2","16.1","18.9","0.0","39.1","0.0","39.1","3.2","8.4","29688","12970","46068","19535","(X)","(X)","(X)","(X)","48.4","(X)"
"8600000US53941","ZCTA5 53941","1214","81","1.3","0.9","3.8","1.6","8.5","2.4","10.3","2.3","11.2","2.3","21.7","3.3","16.6","3.1","19.8","2.6","3.3","1.3","3.5","1.8","63684","6598","76365","5321","33.1","(X)","(X)","(X)","(X)","(X)","910","74","1.2","1.1","0.8","0.7","4.0","1.8","10.5","3.0","8.9","2.2","23.6","4.4","19.8","3.8","22.4","3.1","4.1","1.7","4.7","2.3","77667","8984","85707","6429","(X)","(X)","33.7","(X)","(X)","(X)","776","70","0.3","0.4","0.8","0.7","4.3","1.8","7.3","2.8","8.2","2.4","23.6","4.9","20.4","4.2","25.1","3.5","4.8","1.9","5.3","2.6","82500","6532","N","N","(X)","(X)","(X)","(X)","(X)","(X)","304","44","3.0","3.3","12.8","6.0","21.4","7.5","13.5","4.8","20.4","5.7","16.4","5.8","5.9","3.4","6.6","3.2","0.0","5.6","0.0","5.6","34444","7259","41137","4605","(X)","(X)","(X)","(X)","29.3","(X)"
"8600000US53943","ZCTA5 53943","358","30","7.0","4.1","2.5","1.5","6.7","3.5","6.7","3.3","13.7","4.1","19.8","4.8","19.3","4.9","12.3","3.3","6.4","2.7","5.6","2.1","64583","8746","88706","12336","31.8","(X)","(X)","(X)","(X)","(X)","263","29","4.9","5.0","1.1","1.3","3.4","4.2","4.9","3.0","12.5","4.1","23.6","5.8","19.8","5.6","14.1","3.8","8.7","3.6","6.8","2.8","74250","10390","102489","17297","(X)","(X)","28.9","(X)","(X)","(X)","228","31","5.7","5.7","0.4","1.2","2.6","4.5","4.4","3.3","13.6","4.4","17.1","5.6","22.8","6.7","16.2","4.3","10.1","3.9","7.0","3.2","82857","9598","N","N","(X)","(X)","(X)","(X)","(X)","(X)","95","19","12.6","7.2","6.3","4.9","15.8","9.4","13.7","7.9","16.8","9.9","22.1","10.6","5.3","4.6","5.3","5.7","0.0","16.8","2.1","2.4","38250","10047","45777","9648","(X)","(X)","(X)","(X)","33.7","(X)"
"8600000US53944","ZCTA5 53944","894","68","4.3","2.1","5.7","3.1","13.3","3.9","8.8","2.9","13.2","3.3","19.2","3.7","17.1","3.5","13.0","2.6","2.9","1.9","2.5","1.3","53981","4152","70480","7327","34.6","(X)","(X)","(X)","(X)","(X)","612","63","1.1","1.5","3.1","2.4","11.1","4.1","8.2","2.8","12.4","3.5","20.1","4.3","20.6","4.8","16.7","3.7","4.2","2.8","2.5","1.2","66471","5576","79227","7756","(X)","(X)","33.8","(X)","(X)","(X)","489","56","0.0","3.5","2.9","2.8","9.6","4.3","6.1","2.9","11.7","3.5","19.2","4.9","21.5","4.2","20.7","4.4","5.3","3.4","3.1","1.5","75284","6654","N","N","(X)","(X)","(X)","(X)","(X)","(X)","282","50","11.7","6.7","13.1","8.7","21.3","8.4","13.5","5.6","12.1","5.9","18.4","6.8","8.5","4.5","0.7","1.0","0.0","6.0","0.7","1.2","30268","10035","37661","6537","(X)","(X)","(X)","(X)","34.4","(X)"
"8600000US53946","ZCTA5 53946","1649","79","5.8","2.4","4.1","1.2","8.6","1.7","8.8","1.9","13.5","2.8","20.5","2.9","16.2","2.2","16.1","2.6","3.3","0.9","3.2","1.0","58371","4097","72882","4385","38.3","(X)","(X)","(X)","(X)","(X)","1162","83","4.1","2.8","2.8","1.6","4.9","1.8","5.9","1.9","12.7","3.0","22.3","3.7","19.0","3.0","19.7","3.3","4.6","1.2","4.0","1.3","70875","5093","82013","4836","(X)","(X)","36.9","(X)","(X)","(X)","969","67","1.4","1.2","0.9","0.8","3.6","1.4","5.4","2.1","11.8","3.2","24.1","3.9","19.3","3.0","23.1","3.8","5.6","1.4","4.7","1.6","78203","6403","N","N","(X)","(X)","(X)","(X)","(X)","(X)","487","56","9.7","4.2","9.7","3.1","20.9","5.5","12.9","4.6","15.8","5.4","13.6","4.5","9.9","4.3","6.4","3.2","0.0","3.5","1.2","1.2","32578","5821","48583","9506","(X)","(X)","(X)","(X)","41.3","(X)"
"8600000US53947","ZCTA5 53947","83","23","0.0","18.9","8.4","9.8","6.0","4.9","10.8","8.5","30.1","11.7","9.6","8.2","25.3","11.7","9.6","6.7","0.0","18.9","0.0","18.9","48594","6479","57031","9215","51.8","(X)","(X)","(X)","(X)","(X)","53","18","1.9","4.9","0.0","27.5","1.9","4.3","11.3","10.1","28.3","15.3","7.5","7.8","34.0","15.3","15.1","9.7","0.0","27.5","0.0","27.5","61250","45006","67066","8498","(X)","(X)","50.9","(X)","(X)","(X)","43","16","0.0","32.1","0.0","32.1","2.3","5.5","9.3","14.3","32.6","18.6","7.0","7.7","32.6","17.8","16.3","11.6","0.0","32.1","0.0","32.1","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","30","16","0.0","39.7","23.3","26.4","10.0","10.4","13.3","18.1","30.0","23.6","16.7","22.5","6.7","11.7","0.0","39.7","0.0","39.7","0.0","39.7","38750","21780","37027","13881","(X)","(X)","(X)","(X)","53.3","(X)"
"8600000US53948","ZCTA5 53948","3306","155","4.4","1.5","6.1","2.0","9.9","2.3","11.9","2.4","14.4","2.2","20.9","2.9","14.5","2.6","12.2","2.6","3.3","1.2","2.4","1.0","52633","3009","69815","7054","31.8","(X)","(X)","(X)","(X)","(X)","1969","108","3.4","2.0","2.1","1.4","6.2","2.0","10.6","2.9","13.1","3.1","22.3","3.5","19.7","3.9","15.1","3.2","4.2","1.9","3.3","1.5","65380","6972","84325","10969","(X)","(X)","30.1","(X)","(X)","(X)","1565","115","0.7","0.5","1.5","1.3","5.4","1.9","8.2","3.0","13.7","3.3","21.8","4.1","22.6","4.3","18.1","3.8","5.3","2.3","2.7","1.1","73781","5058","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1337","119","7.8","3.1","12.0","4.4","17.1","4.9","14.7","4.7","14.2","3.8","18.1","4.9","9.0","4.3","5.5","3.8","0.7","0.5","1.0","1.1","33910","5427","44858","5539","(X)","(X)","(X)","(X)","32.7","(X)"
"8600000US53949","ZCTA5 53949","2692","101","4.5","1.2","5.7","1.5","12.9","2.2","12.1","1.9","13.5","1.8","21.4","2.2","14.6","2.2","11.4","1.9","3.0","1.1","0.9","0.4","51458","2888","60920","2919","31.1","(X)","(X)","(X)","(X)","(X)","1664","89","2.8","1.5","1.5","0.6","6.3","1.5","10.3","2.2","12.4","2.4","27.6","3.2","18.3","3.1","15.4","2.7","3.8","1.8","1.5","0.6","62760","3091","73424","4746","(X)","(X)","28.7","(X)","(X)","(X)","1321","90","2.2","1.4","0.8","0.5","4.2","1.6","7.5","2.3","11.5","2.7","28.5","3.4","20.0","3.3","19.5","3.2","4.1","2.0","1.7","0.7","70273","5438","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1028","90","8.4","2.3","11.8","3.4","24.3","5.0","15.5","3.8","16.0","3.4","12.0","3.4","7.4","3.0","3.9","2.3","0.9","0.7","0.0","1.7","28833","3813","38179","3539","(X)","(X)","(X)","(X)","34.7","(X)"
"8600000US53950","ZCTA5 53950","2021","146","4.7","1.6","5.3","1.7","9.1","2.1","9.0","2.0","16.5","3.4","22.4","3.2","13.4","2.9","11.5","1.7","3.6","1.1","4.7","1.7","54058","2964","78347","9807","31.1","(X)","(X)","(X)","(X)","(X)","1268","116","4.3","2.0","4.7","2.4","3.2","1.5","8.6","2.4","13.7","2.6","24.8","4.1","15.7","3.4","15.9","2.8","4.4","1.2","4.6","1.9","65300","7089","91316","14803","(X)","(X)","29.7","(X)","(X)","(X)","980","94","1.2","1.0","0.9","0.7","2.1","1.1","5.8","2.1","13.8","2.9","27.0","4.6","19.1","4.2","19.3","3.3","5.4","1.4","5.3","2.3","74408","3960","N","N","(X)","(X)","(X)","(X)","(X)","(X)","753","90","8.8","3.1","7.2","2.5","17.1","4.2","11.0","4.3","22.3","7.3","16.6","5.0","9.2","3.8","3.5","1.7","1.5","1.9","2.9","2.0","40019","4666","49542","5491","(X)","(X)","(X)","(X)","29.9","(X)"
"8600000US53951","ZCTA5 53951","913","75","5.1","3.1","5.9","2.1","8.1","3.2","13.5","3.2","12.5","3.1","19.2","3.7","15.4","3.7","12.8","2.2","3.5","1.4","3.9","1.8","54315","4727","69088","5338","30.3","(X)","(X)","(X)","(X)","(X)","602","60","4.5","4.1","3.7","2.7","3.3","1.8","10.1","4.1","12.3","4.4","22.4","4.2","17.3","4.7","16.6","3.3","5.0","2.1","4.8","2.0","65556","5363","80143","6791","(X)","(X)","36.9","(X)","(X)","(X)","469","48","0.4","0.6","1.5","1.6","1.9","1.6","8.5","3.9","11.3","3.9","23.2","5.1","20.7","5.4","19.8","4.1","6.4","2.7","6.2","2.6","77917","7124","N","N","(X)","(X)","(X)","(X)","(X)","(X)","311","43","8.7","5.0","9.6","4.6","19.0","8.2","22.2","5.9","8.0","5.1","16.4","6.8","9.3","4.7","3.9","2.2","0.6","1.1","2.3","3.8","30066","3705","44205","9359","(X)","(X)","(X)","(X)","17.0","(X)"
"8600000US53952","ZCTA5 53952","1436","90","2.8","1.0","5.4","1.3","12.1","2.8","10.4","2.4","17.7","3.4","23.0","4.0","14.6","3.3","11.1","2.2","1.0","0.6","1.9","0.8","50917","2845","63862","4675","31.3","(X)","(X)","(X)","(X)","(X)","901","70","1.0","1.1","3.2","2.1","7.8","3.1","6.5","2.4","17.8","4.3","28.3","4.9","17.6","4.2","14.1","3.2","1.3","0.9","2.3","1.1","62067","3756","75553","7336","(X)","(X)","30.3","(X)","(X)","(X)","757","73","0.8","0.8","1.6","1.2","6.5","3.4","6.6","2.6","17.3","4.7","28.8","5.5","18.0","5.0","16.1","3.8","1.6","1.1","2.8","1.3","64129","4421","N","N","(X)","(X)","(X)","(X)","(X)","(X)","535","74","5.8","2.3","11.4","2.9","22.2","6.3","12.9","4.6","19.3","6.3","14.2","4.3","8.0","4.8","4.7","2.5","0.4","0.5","1.1","1.3","33580","5878","41599","5108","(X)","(X)","(X)","(X)","31.6","(X)"
"8600000US53953","ZCTA5 53953","120","34","0.0","13.5","2.5","3.5","22.5","15.2","17.5","12.7","19.2","11.0","29.2","15.3","3.3","3.9","2.5","3.3","3.3","3.9","0.0","13.5","40000","9848","46383","8646","51.7","(X)","(X)","(X)","(X)","(X)","62","30","0.0","24.2","0.0","24.2","29.0","23.9","22.6","21.9","11.3","12.9","25.8","20.2","0.0","24.2","4.8","6.8","6.5","7.7","0.0","24.2","32000","22949","49282","15606","(X)","(X)","43.5","(X)","(X)","(X)","32","17","0.0","38.5","0.0","38.5","0.0","38.5","43.8","33.1","15.6","16.8","18.8","19.3","0.0","38.5","9.4","12.5","12.5","14.5","0.0","38.5","42500","19101","N","N","(X)","(X)","(X)","(X)","(X)","(X)","58","24","0.0","25.6","5.2","7.0","15.5","12.1","12.1","10.1","27.6","20.5","32.8","21.8","6.9","8.2","0.0","25.6","0.0","25.6","0.0","25.6","40833","9957","43283","8321","(X)","(X)","(X)","(X)","60.3","(X)"
"8600000US53954","ZCTA5 53954","2857","96","1.8","0.8","3.2","1.1","6.9","1.9","6.3","1.6","14.1","2.4","20.6","2.9","17.7","2.8","20.3","2.9","5.7","1.7","3.3","1.0","71226","4289","81606","3727","31.4","(X)","(X)","(X)","(X)","(X)","1951","77","1.5","0.8","1.6","1.0","2.5","1.7","5.5","1.9","11.8","2.4","22.0","3.6","21.1","3.4","23.5","3.3","6.7","2.0","3.8","1.4","82729","7130","90228","4519","(X)","(X)","32.4","(X)","(X)","(X)","1642","81","0.9","0.7","0.9","0.7","2.4","2.0","3.9","1.7","11.0","2.2","20.5","3.7","21.6","3.3","27.4","3.9","7.6","2.2","3.8","1.7","90645","5444","N","N","(X)","(X)","(X)","(X)","(X)","(X)","906","102","2.6","1.7","6.7","2.8","16.1","4.6","8.2","3.2","20.1","6.0","20.1","4.5","12.7","4.8","8.4","3.3","3.3","1.9","1.8","1.2","46378","3910","58655","5660","(X)","(X)","(X)","(X)","28.6","(X)"
"8600000US53955","ZCTA5 53955","2517","131","1.4","0.9","3.3","1.8","7.5","2.1","4.5","1.5","11.4","2.5","16.6","3.1","21.4","3.7","21.0","3.5","6.2","1.8","6.6","1.8","81812","3948","95210","6121","34.4","(X)","(X)","(X)","(X)","(X)","1662","101","1.1","1.0","0.8","0.7","1.9","1.5","2.9","1.6","8.0","2.6","17.1","3.5","23.4","4.0","25.9","4.2","9.4","2.6","9.3","2.7","94878","4914","112318","7242","(X)","(X)","30.0","(X)","(X)","(X)","1425","103","0.6","0.9","0.4","0.5","1.8","1.5","2.0","1.3","5.9","2.5","16.1","3.4","23.9","4.1","29.1","4.8","10.6","2.9","9.7","3.1","99583","7017","N","N","(X)","(X)","(X)","(X)","(X)","(X)","855","133","2.0","1.7","8.2","5.1","18.5","5.9","9.0","3.5","19.5","6.2","16.1","6.7","14.6","7.4","10.6","5.1","0.1","0.4","1.3","1.4","46442","9746","58858","11219","(X)","(X)","(X)","(X)","43.2","(X)"
"8600000US53956","ZCTA5 53956","1266","90","5.2","2.4","7.4","2.4","9.6","3.2","8.8","2.3","10.8","2.5","21.0","3.3","14.1","3.0","15.2","2.7","4.1","2.0","3.6","1.5","56981","2827","72522","4933","36.7","(X)","(X)","(X)","(X)","(X)","899","78","2.7","2.0","4.2","2.4","5.5","2.9","7.1","2.9","13.9","3.6","19.1","3.3","17.7","3.7","20.4","3.4","5.6","2.8","3.9","1.4","68375","11541","85164","6262","(X)","(X)","39.0","(X)","(X)","(X)","727","76","0.7","0.7","3.4","2.4","4.8","3.0","6.5","3.2","10.0","3.1","20.2","3.7","21.3","4.2","21.5","3.6","6.7","3.3","4.8","1.7","79208","4985","N","N","(X)","(X)","(X)","(X)","(X)","(X)","367","57","12.3","6.3","15.3","5.7","18.8","7.8","13.9","4.5","6.8","3.3","24.0","8.3","3.8","2.3","2.2","2.1","0.0","4.7","3.0","3.9","26607","4352","39496","7762","(X)","(X)","(X)","(X)","30.5","(X)"
"8600000US53959","ZCTA5 53959","5220","173","4.8","1.7","3.7","1.2","9.6","2.1","10.5","2.7","13.1","2.3","16.8","2.9","16.1","3.0","16.2","3.0","5.6","1.8","3.5","1.2","65335","3674","75683","5623","30.8","(X)","(X)","(X)","(X)","(X)","3698","166","3.5","2.0","1.6","1.1","4.1","1.5","10.9","3.4","10.8","2.6","19.3","3.3","18.4","4.1","19.5","3.7","7.5","2.5","4.2","1.5","74471","7604","87317","7510","(X)","(X)","30.0","(X)","(X)","(X)","2894","219","1.4","1.3","1.3","1.2","2.5","1.3","7.0","2.0","9.3","2.6","19.9","3.9","20.1","4.7","24.0","4.5","9.6","3.2","4.9","1.8","84467","4842","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1522","210","8.0","3.7","9.1","3.5","23.2","6.0","11.8","4.8","20.7","5.4","12.2","5.0","8.2","3.7","4.4","3.1","1.8","1.6","0.6","1.0","31964","6211","42376","5322","(X)","(X)","(X)","(X)","31.2","(X)"
"8600000US53960","ZCTA5 53960","1440","74","2.6","1.5","2.9","1.2","6.1","1.9","9.4","2.4","10.3","2.6","16.7","3.2","22.3","3.6","19.2","3.3","4.9","1.4","5.5","1.9","77059","4571","85280","5146","34.9","(X)","(X)","(X)","(X)","(X)","1014","67","1.5","1.7","2.3","1.3","4.0","1.8","6.7","2.1","9.6","3.1","15.2","3.2","26.5","4.4","22.4","4.0","5.6","1.9","6.2","2.0","84907","4085","93763","6449","(X)","(X)","32.9","(X)","(X)","(X)","796","59","1.5","2.0","0.6","0.6","4.0","2.0","3.8","2.0","6.7","2.6","13.6","3.0","29.0","5.0","26.5","4.9","6.9","2.3","7.4","2.5","91897","3079","N","N","(X)","(X)","(X)","(X)","(X)","(X)","426","56","6.1","3.1","7.0","3.6","10.3","4.5","17.4","5.6","15.7","5.9","18.3","5.1","11.7","5.5","7.3","3.7","2.3","2.2","3.8","3.9","42813","6513","58869","9100","(X)","(X)","(X)","(X)","34.5","(X)"
