Lecture,Age,Primary major,Other majors,Zip Code,Pizza topping,Pet owner,Runner,Sleep habit,Procrastinator
LEC004,20,Business: Other,,53703,pineapple,Yes,Yes,early bird,Yes
LEC001,,Other,,53706,pineapple,Yes,No,no preference,Maybe
LEC001,18,Statistics,economics,53703,pineapple,Yes,No,no preference,Yes
LEC003,19,Business: Finance,,53706,mushroom,Yes,No,night owl,Maybe
LEC001,18,Computer Science,Data Science,53706,mushroom,No,No,night owl,Maybe
LEC003,20,Statistics,,53703,pepperoni,Yes,No,night owl,Yes
LEC002,19,Engineering: Biomedical,,,macaroni/pasta,Yes,No,night owl,Yes
LEC003,19,Data Science,,53715,green pepper,Yes,No,early bird,Maybe
LEC001,19,Other,Psychology,53703,pepperoni,Yes,Yes,night owl,Maybe
LEC003,21,Business: Finance,Economics,53703,pepperoni,Yes,No,night owl,Maybe
LEC002,24,Engineering: Other,,53703,sausage,Yes,No,night owl,Yes
LEC003,19,Engineering: Industrial,,53703,pepperoni,Yes,Yes,no preference,Maybe
LEC002,20,Engineering: Other,"urban & regional planning, environmental engineering, data science",53706-1406,macaroni/pasta,Yes,Yes,night owl,Yes
LEC003,23,Engineering: Other,,53705,pepperoni,No,Yes,night owl,Yes
LEC001,19,Science: Biology/Life,,53703,pepperoni,Yes,No,early bird,No
LEC001,18,Data Science,,53706,basil/spinach,Yes,No,night owl,Maybe
LEC003,19,Business: Information Systems,,53703,macaroni/pasta,Yes,No,night owl,Yes
LEC003,19,Engineering: Mechanical,,53706,pepperoni,Yes,No,night owl,Maybe
LEC004,18,Science: Biology/Life,,53706,pepperoni,Yes,Yes,early bird,No
LEC003,27,Science: Biology/Life,,53705,mushroom,Yes,No,early bird,Maybe
LEC004,,Computer Science,,53715,pepperoni,Yes,No,night owl,Yes
LEC004,20,Engineering: Biomedical,,53715,pepperoni,Yes,Yes,early bird,No
LEC001,18,Computer Science,,53706,none (just cheese),No,Yes,night owl,Yes
LEC004,17,Science: Biology/Life,Data science certificate,53706,pepperoni,Yes,No,no preference,Maybe
LEC002,19,Data Science,"Econ, data science",53715,Other,Yes,No,night owl,Maybe
LEC001,18,Computer Science,Data Science,53706,mushroom,No,No,night owl,Yes
LEC002,18,Data Science,Economics,,pineapple,No,Yes,no preference,Yes
LEC002,18,Engineering: Industrial,,53703-1104,sausage,Yes,No,night owl,Maybe
LEC001,20,Business: Actuarial,Risk Management & Insurance,53703,pepperoni,Yes,No,early bird,No
LEC001,19,Data Science,,53715,mushroom,Yes,Yes,no preference,Maybe
LEC001,18,Engineering: Mechanical,,53706-1127,pepperoni,Yes,Yes,night owl,Yes
LEC003,18,Engineering: Other,,53703,Other,No,Yes,early bird,No
LEC001,24,Science: Other,data science,53715,pepperoni,Yes,Yes,early bird,Yes
LEC004,19,Engineering: Biomedical,,53715,green pepper,Yes,No,early bird,Yes
LEC003,20,Engineering: Biomedical,,53703,pepperoni,Yes,Yes,early bird,Maybe
LEC003,21,Mathematics/AMEP,Biochemistry,53715,none (just cheese),Yes,Yes,early bird,No
LEC003,20,Business: Other,,53706,sausage,Yes,No,night owl,Maybe
LEC003,19,Engineering: Mechanical,,53706,pepperoni,Yes,Yes,no preference,Yes
LEC003,21,Engineering: Industrial,,53711,basil/spinach,No,Yes,night owl,Yes
LEC001,20,Engineering: Industrial,,53703,pepperoni,Yes,Yes,no preference,No
LEC003,18,Engineering: Industrial,,53706,sausage,Yes,Yes,night owl,No
LEC003,20,Science: Biology/Life,Global Health,55416,pineapple,Yes,Yes,night owl,Yes
LEC003,18,Engineering: Biomedical,,53706,basil/spinach,No,No,no preference,Maybe
LEC003,19,Business: Other,,53706,sausage,Yes,No,night owl,Yes
LEC003,18,Engineering: Industrial,,53706,green pepper,Yes,Yes,night owl,Yes
LEC004,20,Data Science,Economics - math emphasis,53703,pepperoni,Yes,No,no preference,Yes
LEC003,19,Business: Information Systems," Operations, Technology, Management",53715,pepperoni,Yes,No,night owl,Maybe
LEC004,21,Engineering: Other,,53706,pineapple,No,Yes,early bird,No
LEC003,19,Engineering: Mechanical,,53715,Other,Yes,No,early bird,No
LEC003,20,Computer Science,Data Science,53703,none (just cheese),No,Yes,night owl,Maybe
LEC003,18,Science: Biology/Life,Data science,53706,sausage,Yes,No,night owl,No
LEC004,20,Engineering: Mechanical,,53715,macaroni/pasta,Yes,Yes,night owl,Yes
LEC002,,Business: Other,Double Business Major (Supply Chain and Business Management),53703,basil/spinach,Yes,No,night owl,Maybe
LEC003,18,Business: Finance,,53715,none (just cheese),No,Yes,night owl,Yes
LEC002,20,Engineering: Industrial,,53703,pepperoni,Yes,Yes,night owl,Yes
LEC001,22,Data Science,Stat or CS,53705,basil/spinach,Yes,Yes,early bird,No
LEC003,20,Business: Information Systems,"International Business, French",53703,basil/spinach,Yes,Yes,early bird,No
LEC004,19,Engineering: Other,,53706,none (just cheese),Yes,Yes,night owl,Maybe
LEC002,20,Other,ECONOMICS,53715,none (just cheese),Yes,Yes,night owl,Maybe
LEC004,19,Engineering: Mechanical, ,53715,pepperoni,Yes,No,night owl,Maybe
LEC004,19,Engineering: Mechanical,,53715,pepperoni,Yes,Yes,no preference,Yes
LEC004,20,Statistics,,53703,pepperoni,Yes,No,early bird,Yes
LEC001,19,Business: Actuarial,RMI,53706,basil/spinach,Yes,Yes,night owl,Yes
LEC001,20,Engineering: Biomedical,,53703,sausage,No,Yes,night owl,Yes
LEC004,19,Engineering: Biomedical,,53706,basil/spinach,Yes,No,early bird,Yes
LEC003,18,Data Science,,53706,none (just cheese),Yes,No,night owl,Maybe
LEC001,21,Computer Science,,53703,Other,Yes,Yes,night owl,Maybe
LEC001,19,Engineering: Industrial,,53706,pepperoni,Yes,No,night owl,No
LEC004,20,Science: Other,,53713,pineapple,Yes,Yes,night owl,Maybe
LEC004,18,Data Science,,53706,macaroni/pasta,Yes,No,night owl,Yes
LEC004,20,Engineering: Industrial,NA,54636,macaroni/pasta,Yes,Yes,early bird,Maybe
LEC001,19,Computer Science,,53711,mushroom,Yes,No,night owl,Yes
LEC004,19,Computer Science,,53711,sausage,No,No,night owl,Maybe
LEC004,19,Engineering: Biomedical,,53706,pepperoni,Yes,No,night owl,Maybe
LEC004,19,Engineering: Mechanical,,53711,macaroni/pasta,Yes,No,night owl,Yes
LEC004,19,Engineering: Mechanical,,53597,pepperoni,No,Yes,night owl,No
LEC004,18,Engineering: Biomedical,,53706,sausage,Yes,Yes,night owl,Maybe
LEC004,18,Computer Science,Data science,53706,basil/spinach,No,Yes,no preference,Maybe
LEC004,21,Engineering: Biomedical,,53703,sausage,Yes,Yes,night owl,Yes
LEC004,19,Business: Information Systems,Accounting,53706,mushroom,Yes,No,night owl,No
LEC004,18,Engineering: Other,,53706,sausage,Yes,Yes,night owl,Yes
LEC004,20,Data Science,,53715,Other,Yes,No,night owl,Yes
LEC004,18,Engineering: Mechanical,,53706,mushroom,Yes,Yes,night owl,Yes
LEC004,18,Engineering: Mechanical,,53706,macaroni/pasta,Yes,Yes,no preference,Maybe
LEC001,18,Engineering: Biomedical,,53706,Other,No,No,night owl,Maybe
LEC004,19,Business: Finance,Industrial Engineering,53706,sausage,Yes,No,night owl,Maybe
LEC001,18,Business: Other,Main one is economics and data science,53706,pepperoni,No,No,no preference,Maybe
LEC004,18,Engineering: Industrial,,83001,sausage,Yes,Yes,night owl,Yes
LEC004,20,Engineering: Biomedical,,53715,pepperoni,Yes,Yes,night owl,Maybe
LEC004,18,Engineering: Mechanical,,53706,none (just cheese),No,No,night owl,Yes
LEC004,20,Other,,53715,sausage,No,No,night owl,Maybe
LEC004,19,Business: Information Systems,Business: Supply Chain Management,53703,pepperoni,Yes,No,no preference,Maybe
LEC004,20,Other,,53703,basil/spinach,Yes,No,night owl,Yes
LEC004,18,Engineering: Mechanical,,53706,pepperoni,Yes,Yes,night owl,Yes
LEC004,19,Engineering: Mechanical,,53706,pepperoni,Yes,No,night owl,Yes
LEC003,27,Computer Science,,53711,mushroom,Yes,Yes,no preference,Yes
LEC004,19,Business: Actuarial,,53706-1188,sausage,Yes,No,no preference,Yes
LEC004,21,Other,,53703,pepperoni,Yes,No,night owl,Yes
LEC001,19,Business: Other,,53703,pepperoni,Yes,No,no preference,Maybe
LEC004,18,Business: Finance,Data Science,53706,basil/spinach,Yes,No,night owl,Yes
LEC004,18,Science: Physics,,53706,mushroom,Yes,No,night owl,Yes
LEC002,19,Mathematics/AMEP,Actuarial Science,53706,sausage,Yes,Yes,night owl,Yes
LEC004,19,Business: Finance,data science,53706,pepperoni,Yes,Yes,no preference,Maybe
LEC002,19,Data Science,"Electrical engineering, physics",53703,none (just cheese),Yes,No,night owl,Yes
LEC004,21,Engineering: Biomedical,History Certificate ,53715,green pepper,Yes,No,no preference,Maybe
LEC001,19,Business: Finance,,53703,sausage,Yes,Yes,night owl,Maybe
LEC001,18,Business: Finance,,53703,pepperoni,Yes,No,night owl,Yes
LEC004,21,Engineering: Mechanical,Mechanical Engineering ,53703,green pepper,No,No,no preference,No
LEC004,19,Business: Information Systems,,53706,pepperoni,Yes,Yes,no preference,Maybe
LEC002,18,Computer Science,,53706,pepperoni,Yes,Yes,night owl,Yes
LEC001,21,Computer Science,,43706,mushroom,Yes,Yes,no preference,Yes
LEC002,20,Business: Finance,Data Science,53703,pepperoni,No,Yes,no preference,No
LEC002,20,Engineering: Biomedical,,53703,pineapple,Yes,Yes,early bird,Maybe
LEC001,19,Business: Actuarial,risk management and insurance,53711,pepperoni,No,No,night owl,Yes
LEC002,21,Other,"Linguistics, Communication Sciences and Disorders",53715,green pepper,Yes,Yes,night owl,No
LEC001,19,Engineering: Mechanical,,53706,none (just cheese),Yes,Yes,night owl,Yes
LEC002,18,Engineering: Mechanical,,53706,macaroni/pasta,Yes,Yes,night owl,Yes
LEC001,19,Data Science,,53703,pineapple,Yes,No,night owl,Yes
LEC001,18,Science: Biology/Life,"Either stats, data science, or math (undecided)",53706,macaroni/pasta,Yes,Yes,night owl,Yes
LEC001,19,Data Science,Mathematics,53703,green pepper,Yes,Yes,night owl,Maybe
LEC001,23,Business: Other,,53711,pineapple,Yes,No,night owl,Maybe
LEC001,20,Data Science,economics,53703,none (just cheese),Yes,No,early bird,Yes
LEC001,18,Computer Science,Planning on Data Sci but unsure,53708,macaroni/pasta,Yes,No,night owl,Yes
LEC002,18,Science: Other,,53706,pepperoni,Yes,No,early bird,Maybe
LEC001,18,Computer Science,,53706,green pepper,Yes,Yes,night owl,Yes
LEC001,19,Statistics,,53703,pineapple,Yes,No,night owl,No
LEC001,20,Computer Science,Data Science,53703,pepperoni,Yes,Yes,no preference,Yes
LEC001,19,Business: Information Systems,,53706,basil/spinach,Yes,No,night owl,Yes
LEC001,19,Data Science,,53703,pineapple,No,Yes,night owl,Maybe
LEC001,18,Engineering: Mechanical,,53706,macaroni/pasta,Yes,Yes,night owl,No
LEC001,18,Data Science,,53706,pepperoni,Yes,No,night owl,Yes
LEC001,19,Engineering: Industrial,Data Science,53706,green pepper,Yes,No,night owl,Yes
LEC004,21,Other,,53726,sausage,Yes,No,night owl,Yes
LEC001,19,Engineering: Mechanical,,53704,sausage,Yes,No,no preference,Yes
LEC001,18,Computer Science,Data Science,53706,pepperoni,No,Yes,no preference,No
LEC001,19,Other,,53705,pepperoni,No,No,night owl,Yes
LEC001,21,Computer Science,data science,53706,pineapple,No,No,night owl,Yes
LEC001,19,Statistics,,53703,sausage,Yes,No,night owl,Maybe
LEC001,19,Science: Chemistry,,53706,pepperoni,Yes,No,night owl,Yes
LEC001,20,Other,legal study,53705,sausage,Yes,No,no preference,Maybe
LEC001,19,Statistics,biochemistry,53703,pineapple,Yes,No,no preference,Yes
LEC001,22,Engineering: Biomedical,,,basil/spinach,Yes,Yes,night owl,Maybe
LEC001,19,Engineering: Industrial,,53706,sausage,Yes,No,night owl,Yes
LEC003,19,Engineering: Mechanical,,53711,sausage,Yes,No,no preference,Yes
LEC001,19,Engineering: Mechanical,,53703,none (just cheese),Yes,Yes,night owl,Yes
LEC001,21,Computer Science,Computer Engineering,53703,sausage,No,No,night owl,Yes
LEC003,20,Engineering: Mechanical,,53703,sausage,No,No,night owl,No
LEC001,21,Computer Science,Electrical Engineering,53715,pepperoni,Yes,Yes,night owl,Maybe
LEC001,19,Engineering: Industrial,Business,53706,pepperoni,Yes,Yes,night owl,Maybe
LEC001,18,Other,,53706,none (just cheese),Yes,No,night owl,Yes
LEC001,18,Science: Biology/Life,"Data Science Minor, French",53706,pineapple,Yes,No,night owl,Yes
LEC001,21,Other,,53703,mushroom,Yes,Yes,early bird,Yes
LEC001,22,Computer Science,DS,53711,Other,Yes,No,no preference,Maybe
LEC003,19,Other,,53703,pepperoni,No,No,no preference,Yes
LEC001,19,Data Science,,53706,Other,No,Yes,early bird,Yes
LEC002,18,Engineering: Mechanical,Minor in Business ,53706,sausage,Yes,No,no preference,Yes
LEC001,21,Engineering: Other,Civil Engineering,53715,Other,No,Yes,no preference,Yes
LEC002,19,Statistics,Economics,53703,pepperoni,Yes,No,night owl,Yes
LEC002,20,Business: Actuarial,,53703,sausage,Yes,No,night owl,No
LEC001,24,Business: Other,,53703,green pepper,No,No,early bird,Maybe
LEC004,18,Engineering: Biomedical,,53706,sausage,Yes,No,no preference,No
LEC001,23,Other,,53703,pineapple,Yes,No,night owl,Yes
LEC003,19,Statistics,,53706,none (just cheese),Yes,Yes,early bird,Yes
LEC002,18,Other,,53706,basil/spinach,Yes,No,night owl,Yes
LEC001,20,Statistics,,53703,mushroom,Yes,Yes,night owl,Yes
LEC004,18,Computer Science,Data Science,,none (just cheese),Yes,Yes,night owl,Yes
LEC002,19,Engineering: Mechanical,,53706,Other,Yes,No,no preference,Yes
LEC002,22,Science: Biology/Life,,53703,pepperoni,Yes,Yes,night owl,Yes
LEC003,,Computer Science,Possibly Data Science (Definitely a Certificate),53706,Other,No,No,night owl,Yes
LEC002,19,Engineering: Mechanical,,53562,pepperoni,Yes,Yes,night owl,Yes
LEC002,19,Other,Data Science,53715,green pepper,Yes,Yes,no preference,Yes
LEC003,18,Statistics,,53706,Other,No,No,night owl,Yes
LEC004,19,Engineering: Mechanical,,53715,sausage,Yes,No,night owl,Yes
LEC003,19,Engineering: Mechanical,,53706,pepperoni,Yes,No,night owl,Maybe
LEC002,21,Business: Other,,53703,mushroom,No,No,no preference,Yes
LEC003,19,Business: Information Systems,,53711,pepperoni,Yes,No,night owl,Yes
LEC002,19,Business: Actuarial,,53706,sausage,No,No,night owl,Yes
LEC002,21,Data Science,,53703,sausage,Yes,Yes,night owl,Yes
LEC001,23,Data Science,,53705,mushroom,Yes,No,night owl,Yes
LEC002,20,Computer Science,Data Science,53726,pineapple,Yes,Yes,night owl,Maybe
LEC003,18,Engineering: Industrial,,53706,pepperoni,Yes,No,night owl,Yes
LEC002,27,Data Science,,53705,basil/spinach,Yes,No,night owl,Yes
LEC002,18,Computer Science,Data Science,53706,mushroom,Yes,No,early bird,Yes
LEC001,22,Data Science,,53706,sausage,Yes,No,night owl,Yes
LEC002,20,Computer Science,,53715,pepperoni,No,Yes,night owl,Yes
LEC002,21,Data Science,,53703,macaroni/pasta,No,No,night owl,No
LEC002,20,Computer Science,,,mushroom,Yes,No,early bird,Maybe
LEC001,19,Computer Science,prolly data science,92376,pepperoni,Yes,No,night owl,Yes
LEC002,19,Engineering: Mechanical,,53706,pepperoni,Yes,No,night owl,Maybe
LEC002,19,Engineering: Mechanical,,,none (just cheese),Yes,No,night owl,Yes
LEC002,19,Data Science,,53717,none (just cheese),Yes,No,night owl,Yes
LEC002,22,Science: Other,,53715,green pepper,Yes,Yes,early bird,Yes
LEC002,19,Engineering: Biomedical,,53706,sausage,Yes,No,early bird,No
LEC002,20,Business: Finance,,53703,pepperoni,Yes,No,early bird,No
LEC002,18,Business: Actuarial,,53706,pepperoni,Yes,No,early bird,No
LEC002,19,Engineering: Mechanical,,53706,Other,Yes,No,night owl,Yes
LEC002,20,Data Science,economics,internation student,mushroom,Yes,Yes,early bird,Maybe
LEC003,19,Engineering: Mechanical,,,Other,No,No,night owl,Yes
LEC002,19,Engineering: Industrial,,53703,sausage,No,Yes,night owl,Yes
LEC002,19,Engineering: Mechanical,,53701,pepperoni,Yes,Yes,no preference,Yes
LEC002,22,Computer Science,,53703,sausage,Yes,No,night owl,Yes
LEC001,19,Engineering: Industrial,,53715,pepperoni,Yes,No,no preference,Maybe
LEC002,18,Engineering: Mechanical,,53706,pepperoni,Yes,Yes,night owl,Maybe
LEC002,23,Mathematics/AMEP,,53719,sausage,No,Yes,early bird,Yes
LEC002,18,Engineering: Industrial,,53706,pineapple,No,Yes,no preference,Maybe
LEC002,20,Other,Communication Arts,53711,sausage,Yes,Yes,no preference,Maybe
LEC002,21,Business: Information Systems,Finance ,53703,pepperoni,Yes,Yes,night owl,Maybe
LEC002,21,Science: Physics,Astrophysics,,macaroni/pasta,Yes,No,no preference,Maybe
LEC002,21,Science: Biology/Life,,53703,green pepper,Yes,No,early bird,Maybe
LEC003,21,Engineering: Other,,53706,none (just cheese),Yes,No,early bird,Maybe
LEC002,19,Data Science,Economics,53715,pepperoni,Yes,No,night owl,Yes
LEC001,19,Data Science,,53706,none (just cheese),No,Yes,night owl,Yes
LEC001,20,Statistics,"economics, social science",53715,pepperoni,No,No,no preference,Yes
LEC004,19,Business: Other,"Information systems, Data science",53706,sausage,Yes,Yes,night owl,Yes
LEC004,18,Computer Science,,53706,basil/spinach,Yes,No,no preference,Yes
LEC003,18,Computer Science,,53703,pepperoni,Yes,No,night owl,Yes
LEC003,,Mathematics/AMEP,,,mushroom,No,Yes,night owl,Yes
LEC004,19,Data Science,,53706,mushroom,Yes,No,night owl,Yes
LEC001,19,Science: Chemistry,Data Science,53706,sausage,Yes,No,night owl,No
LEC002,19,Mathematics/AMEP,,53703,Other,No,No,night owl,Yes
LEC003,18,Other,,53703,pineapple,No,No,early bird,No
LEC004,19,Engineering: Mechanical,,53703,pepperoni,Yes,No,early bird,Yes
LEC003,19,Statistics,thinking about a data science certificate or switching major to data science,53706,pepperoni,Yes,No,night owl,Yes
LEC001,19,Other,,53706,pepperoni,Yes,Yes,night owl,Maybe
LEC003,18,Statistics,data science,53706,pineapple,No,No,night owl,Maybe
LEC003,21,Computer Science,,53705,mushroom,Yes,No,night owl,Maybe
LEC002,21,Other,Data Science,53705,sausage,Yes,No,night owl,Yes
LEC003,20,Science: Biology/Life,,53703,pineapple,No,No,early bird,Maybe
LEC003,18,Other,,53715,pepperoni,Yes,No,early bird,No
LEC004,18,Engineering: Biomedical,,53706,pepperoni,Yes,Yes,early bird,Yes
LEC001,21,Computer Science,,53715,macaroni/pasta,Yes,No,night owl,Yes
LEC003,21,Science: Other,Data Science,53711,mushroom,Yes,Yes,night owl,Yes
LEC004,19,Engineering: Mechanical,,,sausage,No,No,early bird,No
LEC002,20,Engineering: Industrial,,53715,mushroom,No,No,night owl,Yes
LEC002,19,Engineering: Mechanical,,53706,pepperoni,Yes,No,no preference,No
LEC002,22,Science: Physics,,53703,sausage,Yes,No,night owl,Yes
LEC004,19,Engineering: Other,,53706,sausage,Yes,Yes,no preference,Maybe
LEC001,19,Engineering: Biomedical,,53711,macaroni/pasta,Yes,No,night owl,Yes
LEC001,23,Data Science,,53703,mushroom,Yes,Yes,night owl,Maybe
LEC001,20,Engineering: Industrial,,53703,pepperoni,Yes,No,night owl,Yes
LEC003,18,Science: Other,,53706,pineapple,Yes,Yes,night owl,Yes
LEC003,25,Computer Science,,53713,sausage,Yes,No,night owl,Yes
LEC001,31,Data Science,,53575,sausage,Yes,Yes,early bird,Maybe
LEC001,19,Data Science,,53715,pepperoni,Yes,Yes,night owl,Yes
LEC002,21,Computer Science,,53703,pepperoni,Yes,No,night owl,Yes
LEC003,20,Business: Actuarial,Risk Management and Insurance,53715,pepperoni,Yes,No,night owl,No
LEC004,19,Data Science,,53715,pepperoni,Yes,Yes,night owl,Yes
LEC001,19,Computer Science,,53706,mushroom,Yes,No,early bird,Maybe
LEC001,19,Mathematics/AMEP,,,pepperoni,Yes,No,night owl,Maybe
LEC001,19,Engineering: Mechanical,,53705,sausage,Yes,No,night owl,Yes
LEC004,19,Engineering: Mechanical,,53706,pineapple,Yes,No,night owl,Yes
LEC002,19,Science: Physics,,53706,Other,Yes,No,no preference,Yes
LEC001,21,Computer Science,Data science,53703,basil/spinach,No,Yes,night owl,No
LEC003,19,Mathematics/AMEP,data science,53706,sausage,Yes,No,night owl,Yes
LEC002,18,Science: Biology/Life,data science certificate,53706,pineapple,Yes,Yes,night owl,Yes
LEC004,18,Statistics,,53706,sausage,No,Yes,night owl,Yes
LEC003,21,Engineering: Industrial,,53562,pepperoni,Yes,No,night owl,Maybe
LEC001,20,Engineering: Mechanical,,53715,green pepper,Yes,No,early bird,Yes
LEC003,19,Engineering: Mechanical,,,pineapple,No,No,early bird,No
LEC003,20,Statistics,,53703,mushroom,Yes,Yes,no preference,No
LEC002,18,Engineering: Mechanical,"Industrial, Buisness",53701,pepperoni,No,No,night owl,Maybe
LEC001,18,Other,Legal Studies,53706,mushroom,No,No,night owl,Yes
LEC001,20,Data Science,,53703,none (just cheese),Yes,Yes,night owl,Yes
LEC001,21,Other,,53703,Other,Yes,Yes,no preference,Maybe
LEC001,22,Engineering: Biomedical,pre-med,53715,none (just cheese),Yes,Yes,no preference,Yes
LEC003,20,Other,"Philosophy, Data Science Certificate, Pre-Med",53703,basil/spinach,No,Yes,early bird,Yes
LEC001,21,Business: Finance,Economics,53703,basil/spinach,Yes,No,night owl,Yes
LEC003,19,Statistics,,53705,none (just cheese),Yes,Yes,no preference,Yes
LEC001,18,Engineering: Industrial,,53703,sausage,Yes,Yes,night owl,Yes
LEC003,21,Science: Biology/Life,My majors are Environmental Science and Spanish,53703,macaroni/pasta,Yes,No,night owl,Maybe
LEC001,18,Other,,,pepperoni,Yes,No,no preference,Yes
LEC004,23,Science: Physics,Astronomy,53703,pepperoni,Yes,Yes,night owl,Yes
LEC002,21,Computer Science,,53711,sausage,Yes,No,night owl,Maybe
LEC002,18,Engineering: Mechanical,,53706,sausage,Yes,Yes,early bird,Yes
LEC003,19,Engineering: Other,Environmental Science,53706,pepperoni,Yes,No,night owl,Yes
LEC003,19,Science: Other,Life science communications,53706,Other,Yes,No,night owl,Maybe
LEC004,21,Engineering: Mechanical,,53703,sausage,Yes,Yes,no preference,No
LEC001,20,Computer Science,,53703,pineapple,Yes,No,night owl,Yes
LEC001,20,Other,,53703,macaroni/pasta,Yes,Yes,night owl,Yes
LEC001,22,Other,"psychology, legal studies, certificate in criminal justice ",53711,sausage,Yes,No,night owl,Maybe
LEC002,21,Data Science,,53711,none (just cheese),Yes,No,night owl,Yes
LEC003,21,Other,,53703,mushroom,Yes,No,early bird,Yes
LEC002,20,Engineering: Industrial,,53703,pineapple,Yes,Yes,early bird,Yes
LEC001,19,Computer Science,data science,53706,pineapple,No,No,night owl,No
LEC003,19,Statistics,Data Science,53703,pineapple,No,No,night owl,Maybe
LEC001,20,Computer Science,,53726,none (just cheese),Yes,No,night owl,Yes
LEC002,,Computer Science,,,pepperoni,Yes,No,night owl,Maybe
LEC001,18,Computer Science,,53706,pineapple,No,No,no preference,Maybe
LEC001,19,Computer Science,data science,53706,pepperoni,Yes,Yes,night owl,Yes
LEC003,19,Other,Undecided in STEM,53706,pepperoni,No,No,night owl,No
LEC001,18,Computer Science,data science,53590,Other,No,No,night owl,Yes
LEC004,18,Other,,53706,Other,Yes,No,night owl,Maybe
LEC003,19,Data Science,,53706,basil/spinach,Yes,No,no preference,Maybe
LEC001,19,Business: Finance,,53706,pepperoni,Yes,No,night owl,Maybe
LEC001,19,Engineering: Industrial,,53704,basil/spinach,No,No,no preference,Yes
LEC004,18,Engineering: Other,,53706,pepperoni,Yes,No,night owl,Maybe
LEC002,18,Computer Science,,,macaroni/pasta,Yes,Yes,night owl,Yes
LEC003,20,Engineering: Biomedical,,53715,none (just cheese),Yes,Yes,no preference,Maybe
LEC001,18,Other,,52816,none (just cheese),Yes,No,night owl,Yes
LEC002,18,Engineering: Mechanical,Computes Science Certificate Potentially,53706,sausage,Yes,Yes,night owl,Yes
LEC002,18,Engineering: Mechanical,,53706,pepperoni,Yes,Yes,no preference,No
LEC003,20,Business: Finance,Business: Risk Management ,53703,sausage,Yes,Yes,night owl,Yes
LEC001,19,Science: Chemistry,,53706,pineapple,Yes,No,night owl,Yes
LEC001,20,Engineering: Mechanical,,59301,pepperoni,Yes,Yes,no preference,Maybe
LEC001,22,Mathematics/AMEP,Economics ,53715,basil/spinach,Yes,Yes,early bird,No
LEC001,22,Other,,53703,green pepper,Yes,Yes,night owl,Yes
LEC001,19,Engineering: Other,,53715,none (just cheese),Yes,Yes,night owl,No
LEC002,18,Engineering: Mechanical,,53706,sausage,Yes,Yes,night owl,Yes
LEC001,23,Engineering: Other,,53711,green pepper,Yes,Yes,no preference,Maybe
LEC001,18,Science: Chemistry,,53706,sausage,Yes,Yes,night owl,No
LEC001,23,Engineering: Mechanical,,53715,pepperoni,Yes,Yes,night owl,Maybe
LEC002,19,Data Science,Economics,53706,macaroni/pasta,No,No,early bird,Yes
LEC001,20,Engineering: Industrial,"Science: Other, Economics",53703,sausage,Yes,Yes,early bird,No
LEC003,21,Data Science,"Economics, Social Science",53703,sausage,Yes,Yes,no preference,Maybe
LEC002,18,Data Science,,10306,none (just cheese),Yes,No,night owl,Maybe
LEC002,20,Mathematics/AMEP,Environmental Sciences,53715,pepperoni,No,No,night owl,Maybe
LEC002,18,Statistics,,53706,pepperoni,Yes,No,night owl,Maybe
LEC003,21,Engineering: Mechanical,,53715,pepperoni,Yes,Yes,night owl,Yes
LEC002,20,Engineering: Biomedical,,53703,pepperoni,Yes,No,night owl,Yes
LEC002,19,Data Science,,53703,pineapple,Yes,No,no preference,Yes
LEC001,21,Engineering: Other,,53715,mushroom,No,No,early bird,Maybe
LEC003,18,Data Science,possibly Statistics / Math,53706,mushroom,Yes,No,night owl,Yes
LEC002,,Business: Other,,,pepperoni,Yes,No,early bird,No
LEC002,19,Other,,53706,pepperoni,Yes,No,night owl,Yes
LEC001,19,Engineering: Other,,53706,pineapple,Yes,No,night owl,Maybe
LEC003,19,Computer Science,data science I havent decided on a major yet but it might be either one of these,53726,none (just cheese),No,No,night owl,Maybe
LEC003,20,Business: Finance,,53703,Other,Yes,No,night owl,Yes
LEC001,21,Science: Other,,53703,sausage,No,No,night owl,Yes
LEC001,20,Other,,53703,pepperoni,No,No,night owl,Yes
LEC004,20,Engineering: Other,,53703,none (just cheese),Yes,No,night owl,Yes
LEC001,21,Business: Information Systems,,53703,Other,Yes,Yes,no preference,No
LEC003,21,Mathematics/AMEP,,,mushroom,No,No,night owl,Yes
LEC001,18,Other,,53703,mushroom,Yes,No,night owl,Yes
LEC003,19,Business: Actuarial,,53175,sausage,Yes,Yes,early bird,Yes
LEC003,20,Engineering: Mechanical,Naval Architecture & Marnie Engineering (self-tutored),53711,green pepper,Yes,No,night owl,Maybe
LEC002,20,Business: Other,,53703,pineapple,Yes,No,night owl,Maybe
LEC003,20,Data Science,"computer science, stats ",53711,pineapple,Yes,No,early bird,Yes
LEC004,19,Statistics,,53706,pepperoni,Yes,No,night owl,Yes
LEC003,18,Engineering: Industrial,Data science ,53715,pepperoni,No,Yes,early bird,Maybe
LEC004,20,Other,"Economics, Data Science",53715,mushroom,Yes,No,no preference,Maybe
LEC001,19,Engineering: Mechanical,,53706,sausage,Yes,Yes,night owl,Yes
LEC002,21,Engineering: Mechanical,Spanish,53719,none (just cheese),Yes,Yes,night owl,Maybe
LEC001,24,Engineering: Industrial,Business,53726,mushroom,Yes,No,night owl,Maybe
LEC002,20,Other,NA,53703,basil/spinach,Yes,Yes,night owl,Yes
