,Name,Attack,Defense,HP,Region,Sp. Atk,Sp. Def,Speed,Type 1,Type 2
435,Chatot,65,45,76,Sinnoh,92,42,91,Normal,Flying
436,Spiritomb,92,108,50,Sinnoh,92,108,35,Ghost,Dark
437,Gible,70,45,58,Sinnoh,40,45,42,Dragon,Ground
438,Gabite,90,65,68,Sinnoh,50,55,82,Dragon,Ground
439,Garchomp,130,95,108,Sinnoh,80,85,102,Dragon,Ground
440,Munchlax,85,40,135,Sinnoh,40,85,5,Normal,None
441,Riolu,70,40,40,Sinnoh,35,40,60,Fighting,None
442,Lucario,110,70,70,Sinnoh,115,70,90,Fighting,Steel
443,Hippopotas,72,78,68,Sinnoh,38,42,32,Ground,None
444,Hippowdon,112,118,108,Sinnoh,68,72,47,Ground,None
445,Skorupi,50,90,40,Sinnoh,30,55,65,Poison,Bug
446,Drapion,90,110,70,Sinnoh,60,75,95,Poison,Dark
447,Croagunk,61,40,48,Sinnoh,61,40,50,Poison,Fighting
448,Toxicroak,106,65,83,Sinnoh,86,65,85,Poison,Fighting
449,Carnivine,100,72,74,Sinnoh,90,72,46,Grass,None
450,Finneon,49,56,49,Sinnoh,49,61,66,Water,None
451,Lumineon,69,76,69,Sinnoh,69,86,91,Water,None
452,Mantyke,20,50,45,Sinnoh,60,120,50,Water,Flying
453,Snover,62,50,60,Sinnoh,62,60,40,Grass,Ice
454,Abomasnow,92,75,90,Sinnoh,92,85,60,Grass,Ice
455,Weavile,120,65,70,Sinnoh,45,85,125,Dark,Ice
456,Magnezone,70,115,70,Sinnoh,130,90,60,Electric,Steel
457,Lickilicky,85,95,110,Sinnoh,80,95,50,Normal,None
458,Rhyperior,140,130,115,Sinnoh,55,55,40,Ground,Rock
459,Tangrowth,100,125,100,Sinnoh,110,50,50,Grass,None
460,Electivire,123,67,75,Sinnoh,95,85,95,Electric,None
461,Magmortar,95,67,75,Sinnoh,125,95,83,Fire,None
462,Togekiss,50,95,85,Sinnoh,120,115,80,Fairy,Flying
463,Yanmega,76,86,86,Sinnoh,116,56,95,Bug,Flying
464,Leafeon,110,130,65,Sinnoh,60,65,95,Grass,None
465,Glaceon,60,110,65,Sinnoh,130,95,65,Ice,None
466,Gliscor,95,125,75,Sinnoh,45,75,95,Ground,Flying
467,Mamoswine,130,80,110,Sinnoh,70,60,80,Ice,Ground
468,Porygon-Z,80,70,85,Sinnoh,135,75,90,Normal,None
469,Gallade,125,65,68,Sinnoh,65,115,80,Psychic,Fighting
470,Probopass,55,145,60,Sinnoh,75,150,40,Rock,Steel
471,Dusknoir,100,135,45,Sinnoh,65,135,45,Ghost,None
472,Froslass,80,70,70,Sinnoh,80,70,110,Ice,Ghost
473,Rotom,50,77,50,Sinnoh,95,77,91,Electric,Ghost
474,Uxie,75,130,75,Sinnoh,75,130,95,Psychic,None
475,Mesprit,105,105,80,Sinnoh,105,105,80,Psychic,None
476,Azelf,125,70,75,Sinnoh,125,70,115,Psychic,None
477,Dialga,120,120,100,Sinnoh,150,100,90,Steel,Dragon
478,Palkia,120,100,90,Sinnoh,150,120,100,Water,Dragon
479,Heatran,90,106,91,Sinnoh,130,106,77,Fire,Steel
480,Regigigas,160,110,110,Sinnoh,80,110,100,Normal,None
481,Giratina,100,120,150,Sinnoh,100,120,90,Ghost,Dragon
482,Cresselia,70,120,120,Sinnoh,75,130,85,Psychic,None
483,Phione,80,80,80,Sinnoh,80,80,80,Water,None
484,Manaphy,100,100,100,Sinnoh,100,100,100,Water,None
485,Darkrai,90,90,70,Sinnoh,135,90,125,Dark,None
486,Shaymin,100,100,100,Sinnoh,100,100,100,Grass,None
487,Arceus,120,120,120,Sinnoh,120,120,120,Normal,None
488,Victini,100,100,100,Unova,100,100,100,Psychic,Fire
489,Snivy,45,55,45,Unova,45,55,63,Grass,None
490,Servine,60,75,60,Unova,60,75,83,Grass,None
491,Serperior,75,95,75,Unova,75,95,113,Grass,None
492,Tepig,63,45,65,Unova,45,45,45,Fire,None
493,Pignite,93,55,90,Unova,70,55,55,Fire,Fighting
494,Emboar,123,65,110,Unova,100,65,65,Fire,Fighting
495,Oshawott,55,45,55,Unova,63,45,45,Water,None
496,Dewott,75,60,75,Unova,83,60,60,Water,None
497,Samurott,100,85,95,Unova,108,70,70,Water,None
498,Patrat,55,39,45,Unova,35,39,42,Normal,None
499,Watchog,85,69,60,Unova,60,69,77,Normal,None
500,Lillipup,60,45,45,Unova,25,45,55,Normal,None
501,Herdier,80,65,65,Unova,35,65,60,Normal,None
502,Stoutland,110,90,85,Unova,45,90,80,Normal,None
503,Purrloin,50,37,41,Unova,50,37,66,Dark,None
504,Liepard,88,50,64,Unova,88,50,106,Dark,None
505,Pansage,53,48,50,Unova,53,48,64,Grass,None
506,Simisage,98,63,75,Unova,98,63,101,Grass,None
507,Pansear,53,48,50,Unova,53,48,64,Fire,None
508,Simisear,98,63,75,Unova,98,63,101,Fire,None
509,Panpour,53,48,50,Unova,53,48,64,Water,None
510,Simipour,98,63,75,Unova,98,63,101,Water,None
511,Munna,25,45,76,Unova,67,55,24,Psychic,None
512,Musharna,55,85,116,Unova,107,95,29,Psychic,None
513,Pidove,55,50,50,Unova,36,30,43,Normal,Flying
514,Tranquill,77,62,62,Unova,50,42,65,Normal,Flying
515,Unfezant,115,80,80,Unova,65,55,93,Normal,Flying
516,Blitzle,60,32,45,Unova,50,32,76,Electric,None
517,Zebstrika,100,63,75,Unova,80,63,116,Electric,None
518,Roggenrola,75,85,55,Unova,25,25,15,Rock,None
519,Boldore,105,105,70,Unova,50,40,20,Rock,None
520,Gigalith,135,130,85,Unova,60,80,25,Rock,None
521,Woobat,45,43,65,Unova,55,43,72,Psychic,Flying
522,Swoobat,57,55,67,Unova,77,55,114,Psychic,Flying
523,Drilbur,85,40,60,Unova,30,45,68,Ground,None
524,Excadrill,135,60,110,Unova,50,65,88,Ground,Steel
525,Audino,60,86,103,Unova,60,86,50,Normal,None
526,Timburr,80,55,75,Unova,25,35,35,Fighting,None
527,Gurdurr,105,85,85,Unova,40,50,40,Fighting,None
528,Conkeldurr,140,95,105,Unova,55,65,45,Fighting,None
529,Tympole,50,40,50,Unova,50,40,64,Water,None
530,Palpitoad,65,55,75,Unova,65,55,69,Water,Ground
531,Seismitoad,95,75,105,Unova,85,75,74,Water,Ground
532,Throh,100,85,120,Unova,30,85,45,Fighting,None
533,Sawk,125,75,75,Unova,30,75,85,Fighting,None
534,Sewaddle,53,70,45,Unova,40,60,42,Bug,Grass
535,Swadloon,63,90,55,Unova,50,80,42,Bug,Grass
536,Leavanny,103,80,75,Unova,70,80,92,Bug,Grass
537,Venipede,45,59,30,Unova,30,39,57,Bug,Poison
538,Whirlipede,55,99,40,Unova,40,79,47,Bug,Poison
539,Scolipede,100,89,60,Unova,55,69,112,Bug,Poison
540,Cottonee,27,60,40,Unova,37,50,66,Grass,Fairy
541,Whimsicott,67,85,60,Unova,77,75,116,Grass,Fairy
542,Petilil,35,50,45,Unova,70,50,30,Grass,None
543,Lilligant,60,75,70,Unova,110,75,90,Grass,None
544,Basculin,92,65,70,Unova,80,55,98,Water,None
545,Sandile,72,35,50,Unova,35,35,65,Ground,Dark
546,Krokorok,82,45,60,Unova,45,45,74,Ground,Dark
547,Krookodile,117,80,95,Unova,65,70,92,Ground,Dark
548,Darumaka,90,45,70,Unova,15,45,50,Fire,None
549,Darmanitan,140,55,105,Unova,30,55,95,Fire,None
550,Maractus,86,67,75,Unova,106,67,60,Grass,None
551,Dwebble,65,85,50,Unova,35,35,55,Bug,Rock
552,Crustle,105,125,70,Unova,65,75,45,Bug,Rock
553,Scraggy,75,70,50,Unova,35,70,48,Dark,Fighting
554,Scrafty,90,115,65,Unova,45,115,58,Dark,Fighting
555,Sigilyph,58,80,72,Unova,103,80,97,Psychic,Flying
556,Yamask,30,85,38,Unova,55,65,30,Ghost,None
557,Cofagrigus,50,145,58,Unova,95,105,30,Ghost,None
558,Tirtouga,78,103,54,Unova,53,45,22,Water,Rock
559,Carracosta,108,133,74,Unova,83,65,32,Water,Rock
560,Archen,112,45,55,Unova,74,45,70,Rock,Flying
561,Archeops,140,65,75,Unova,112,65,110,Rock,Flying
562,Trubbish,50,62,50,Unova,40,62,65,Poison,None
563,Garbodor,95,82,80,Unova,60,82,75,Poison,None
564,Zorua,65,40,40,Unova,80,40,65,Dark,None
565,Zoroark,105,60,60,Unova,120,60,105,Dark,None
566,Minccino,50,40,55,Unova,40,40,75,Normal,None
567,Cinccino,95,60,75,Unova,65,60,115,Normal,None
568,Gothita,30,50,45,Unova,55,65,45,Psychic,None
569,Gothorita,45,70,60,Unova,75,85,55,Psychic,None
570,Gothitelle,55,95,70,Unova,95,110,65,Psychic,None
571,Solosis,30,40,45,Unova,105,50,20,Psychic,None
572,Duosion,40,50,65,Unova,125,60,30,Psychic,None
573,Reuniclus,65,75,110,Unova,125,85,30,Psychic,None
574,Ducklett,44,50,62,Unova,44,50,55,Water,Flying
575,Swanna,87,63,75,Unova,87,63,98,Water,Flying
576,Vanillite,50,50,36,Unova,65,60,44,Ice,None
577,Vanillish,65,65,51,Unova,80,75,59,Ice,None
578,Vanilluxe,95,85,71,Unova,110,95,79,Ice,None
579,Deerling,60,50,60,Unova,40,50,75,Normal,Grass
580,Sawsbuck,100,70,80,Unova,60,70,95,Normal,Grass
581,Emolga,75,60,55,Unova,75,60,103,Electric,Flying
582,Karrablast,75,45,50,Unova,40,45,60,Bug,None
583,Escavalier,135,105,70,Unova,60,105,20,Bug,Steel
584,Foongus,55,45,69,Unova,55,55,15,Grass,Poison
585,Amoonguss,85,70,114,Unova,85,80,30,Grass,Poison
586,Frillish,40,50,55,Unova,65,85,40,Water,Ghost
587,Jellicent,60,70,100,Unova,85,105,60,Water,Ghost
588,Alomomola,75,80,165,Unova,40,45,65,Water,None
589,Joltik,47,50,50,Unova,57,50,65,Bug,Electric
590,Galvantula,77,60,70,Unova,97,60,108,Bug,Electric
591,Ferroseed,50,91,44,Unova,24,86,10,Grass,Steel
592,Ferrothorn,94,131,74,Unova,54,116,20,Grass,Steel
593,Klink,55,70,40,Unova,45,60,30,Steel,None
594,Klang,80,95,60,Unova,70,85,50,Steel,None
595,Klinklang,100,115,60,Unova,70,85,90,Steel,None
596,Tynamo,55,40,35,Unova,45,40,60,Electric,None
597,Eelektrik,85,70,65,Unova,75,70,40,Electric,None
598,Eelektross,115,80,85,Unova,105,80,50,Electric,None
599,Elgyem,55,55,55,Unova,85,55,30,Psychic,None
600,Beheeyem,75,75,75,Unova,125,95,40,Psychic,None
601,Litwick,30,55,50,Unova,65,55,20,Ghost,Fire
602,Lampent,40,60,60,Unova,95,60,55,Ghost,Fire
603,Chandelure,55,90,60,Unova,145,90,80,Ghost,Fire
604,Axew,87,60,46,Unova,30,40,57,Dragon,None
605,Fraxure,117,70,66,Unova,40,50,67,Dragon,None
606,Haxorus,147,90,76,Unova,60,70,97,Dragon,None
607,Cubchoo,70,40,55,Unova,60,40,40,Ice,None
608,Beartic,130,80,95,Unova,70,80,50,Ice,None
609,Cryogonal,50,50,80,Unova,95,135,105,Ice,None
610,Shelmet,40,85,50,Unova,40,65,25,Bug,None
611,Accelgor,70,40,80,Unova,100,60,145,Bug,None
612,Stunfisk,66,84,109,Unova,81,99,32,Ground,Electric
613,Mienfoo,85,50,45,Unova,55,50,65,Fighting,None
614,Mienshao,125,60,65,Unova,95,60,105,Fighting,None
615,Druddigon,120,90,77,Unova,60,90,48,Dragon,None
616,Golett,74,50,59,Unova,35,50,35,Ground,Ghost
617,Golurk,124,80,89,Unova,55,80,55,Ground,Ghost
618,Pawniard,85,70,45,Unova,40,40,60,Dark,Steel
619,Bisharp,125,100,65,Unova,60,70,70,Dark,Steel
620,Bouffalant,110,95,95,Unova,40,95,55,Normal,None
621,Rufflet,83,50,70,Unova,37,50,60,Normal,Flying
622,Braviary,123,75,100,Unova,57,75,80,Normal,Flying
623,Vullaby,55,75,70,Unova,45,65,60,Dark,Flying
624,Mandibuzz,65,105,110,Unova,55,95,80,Dark,Flying
625,Heatmor,97,66,85,Unova,105,66,65,Fire,None
626,Durant,109,112,58,Unova,48,48,109,Bug,Steel
627,Deino,65,50,52,Unova,45,50,38,Dark,Dragon
628,Zweilous,85,70,72,Unova,65,70,58,Dark,Dragon
629,Hydreigon,105,90,92,Unova,125,90,98,Dark,Dragon
630,Larvesta,85,55,55,Unova,50,55,60,Bug,Fire
631,Volcarona,60,65,85,Unova,135,105,100,Bug,Fire
632,Cobalion,90,129,91,Unova,90,72,108,Steel,Fighting
633,Terrakion,129,90,91,Unova,72,90,108,Rock,Fighting
634,Virizion,90,72,91,Unova,90,129,108,Grass,Fighting
635,Tornadus,115,70,79,Unova,125,80,111,Flying,None
636,Thundurus,115,70,79,Unova,125,80,111,Electric,Flying
637,Reshiram,120,100,100,Unova,150,120,90,Dragon,Fire
638,Zekrom,150,120,100,Unova,120,100,90,Dragon,Electric
639,Landorus,125,90,89,Unova,115,80,101,Ground,Flying
640,Kyurem,130,90,125,Unova,130,90,95,Dragon,Ice
641,Keldeo,72,90,91,Unova,129,90,108,Water,Fighting
642,Meloetta,77,77,100,Unova,128,128,90,Normal,Psychic
643,Genesect,120,95,71,Unova,120,95,99,Bug,Steel
644,Chespin,61,65,56,Kalos,48,45,38,Grass,None
645,Quilladin,78,95,61,Kalos,56,58,57,Grass,None
646,Chesnaught,107,122,88,Kalos,74,75,64,Grass,Fighting
647,Fennekin,45,40,40,Kalos,62,60,60,Fire,None
648,Braixen,59,58,59,Kalos,90,70,73,Fire,None
649,Delphox,69,72,75,Kalos,114,100,104,Fire,Psychic
650,Froakie,56,40,41,Kalos,62,44,71,Water,None
651,Frogadier,63,52,54,Kalos,83,56,97,Water,None
652,Greninja,95,67,72,Kalos,103,71,122,Water,Dark
653,Bunnelby,36,38,38,Kalos,32,36,57,Normal,None
654,Diggersby,56,77,85,Kalos,50,77,78,Normal,Ground
655,Fletchling,50,43,45,Kalos,40,38,62,Normal,Flying
656,Fletchinder,73,55,62,Kalos,56,52,84,Fire,Flying
657,Talonflame,81,71,78,Kalos,74,69,126,Fire,Flying
658,Scatterbug,35,40,38,Kalos,27,25,35,Bug,None
659,Spewpa,22,60,45,Kalos,27,30,29,Bug,None
660,Vivillon,52,50,80,Kalos,90,50,89,Bug,Flying
661,Litleo,50,58,62,Kalos,73,54,72,Fire,Normal
662,Pyroar,68,72,86,Kalos,109,66,106,Fire,Normal
663,Floette,45,47,54,Kalos,75,98,52,Fairy,None
664,Florges,65,68,78,Kalos,112,154,75,Fairy,None
665,Skiddo,65,48,66,Kalos,62,57,52,Grass,None
666,Gogoat,100,62,123,Kalos,97,81,68,Grass,None
667,Pancham,82,62,67,Kalos,46,48,43,Fighting,None
668,Pangoro,124,78,95,Kalos,69,71,58,Fighting,Dark
669,Furfrou,80,60,75,Kalos,65,90,102,Normal,None
670,Espurr,48,54,62,Kalos,63,60,68,Psychic,None
671,Meowstic,48,76,74,Kalos,83,81,104,Psychic,None
672,Honedge,80,100,45,Kalos,35,37,28,Steel,Ghost
673,Doublade,110,150,59,Kalos,45,49,35,Steel,Ghost
674,Aegislash,50,140,60,Kalos,50,140,60,Steel,Ghost
675,Spritzee,52,60,78,Kalos,63,65,23,Fairy,None
676,Aromatisse,72,72,101,Kalos,99,89,29,Fairy,None
677,Swirlix,48,66,62,Kalos,59,57,49,Fairy,None
678,Slurpuff,80,86,82,Kalos,85,75,72,Fairy,None
679,Inkay,54,53,53,Kalos,37,46,45,Dark,Psychic
680,Malamar,92,88,86,Kalos,68,75,73,Dark,Psychic
681,Binacle,52,67,42,Kalos,39,56,50,Rock,Water
682,Barbaracle,105,115,72,Kalos,54,86,68,Rock,Water
683,Skrelp,60,60,50,Kalos,60,60,30,Poison,Water
684,Dragalge,75,90,65,Kalos,97,123,44,Poison,Dragon
685,Clauncher,53,62,50,Kalos,58,63,44,Water,None
686,Clawitzer,73,88,71,Kalos,120,89,59,Water,None
687,Helioptile,38,33,44,Kalos,61,43,70,Electric,Normal
688,Heliolisk,55,52,62,Kalos,109,94,109,Electric,Normal
689,Tyrunt,89,77,58,Kalos,45,45,48,Rock,Dragon
690,Tyrantrum,121,119,82,Kalos,69,59,71,Rock,Dragon
691,Amaura,59,50,77,Kalos,67,63,46,Rock,Ice
692,Aurorus,77,72,123,Kalos,99,92,58,Rock,Ice
693,Sylveon,65,65,95,Kalos,110,130,60,Fairy,None
694,Hawlucha,92,75,78,Kalos,74,63,118,Fighting,Flying
695,Dedenne,58,57,67,Kalos,81,67,101,Electric,Fairy
696,Carbink,50,150,50,Kalos,50,150,50,Rock,Fairy
697,Goomy,50,35,45,Kalos,55,75,40,Dragon,None
698,Sliggoo,75,53,68,Kalos,83,113,60,Dragon,None
699,Goodra,100,70,90,Kalos,110,150,80,Dragon,None
700,Klefki,80,91,57,Kalos,80,87,75,Steel,Fairy
701,Phantump,70,48,43,Kalos,50,60,38,Ghost,Grass
702,Trevenant,110,76,85,Kalos,65,82,56,Ghost,Grass
703,Pumpkaboo,66,70,49,Kalos,44,55,51,Ghost,Grass
704,Gourgeist,90,122,65,Kalos,58,75,84,Ghost,Grass
705,Bergmite,69,85,55,Kalos,32,35,28,Ice,None
706,Avalugg,117,184,95,Kalos,44,46,28,Ice,None
707,Noibat,30,35,40,Kalos,45,40,55,Flying,Dragon
708,Noivern,70,80,85,Kalos,97,80,123,Flying,Dragon
709,Xerneas,131,95,126,Kalos,131,98,99,Fairy,None
710,Yveltal,131,95,126,Kalos,131,98,99,Dark,Flying
711,Zygarde,100,121,108,Kalos,81,95,95,Dragon,Ground
712,Diancie,100,150,50,Kalos,100,150,50,Rock,Fairy
713,Hoopa,110,60,80,Kalos,150,130,70,Psychic,Ghost
714,Volcanion,110,120,80,Kalos,130,90,70,Fire,Water
715,Rowlet,55,55,68,Alola,50,50,42,Grass,Flying
716,Dartrix,75,75,78,Alola,70,70,52,Grass,Flying
717,Decidueye,107,75,78,Alola,100,100,70,Grass,Ghost
718,Litten,65,40,45,Alola,60,40,70,Fire,None
719,Torracat,85,50,65,Alola,80,50,90,Fire,None
720,Incineroar,115,90,95,Alola,80,90,60,Fire,Dark
721,Popplio,54,54,50,Alola,66,56,40,Water,None
722,Brionne,69,69,60,Alola,91,81,50,Water,None
723,Primarina,74,74,80,Alola,126,116,60,Water,Fairy
724,Pikipek,75,30,35,Alola,30,30,65,Normal,Flying
725,Trumbeak,85,50,55,Alola,40,50,75,Normal,Flying
726,Toucannon,120,75,80,Alola,75,75,60,Normal,Flying
727,Yungoos,70,30,48,Alola,30,30,45,Normal,None
728,Gumshoos,110,60,88,Alola,55,60,45,Normal,None
729,Grubbin,62,45,47,Alola,55,45,46,Bug,None
730,Charjabug,82,95,57,Alola,55,75,36,Bug,Electric
731,Vikavolt,70,90,77,Alola,145,75,43,Bug,Electric
732,Crabrawler,82,57,47,Alola,42,47,63,Fighting,None
733,Crabominable,132,77,97,Alola,62,67,43,Fighting,Ice
734,Oricorio,70,70,75,Alola,98,70,93,Fire,Flying
735,Cutiefly,45,40,40,Alola,55,40,84,Bug,Fairy
736,Ribombee,55,60,60,Alola,95,70,124,Bug,Fairy
737,Rockruff,65,40,45,Alola,30,40,60,Rock,None
738,Lycanroc,115,65,75,Alola,55,65,112,Rock,None
739,Wishiwashi,20,20,45,Alola,25,25,40,Water,None
740,Mareanie,53,62,50,Alola,43,52,45,Poison,Water
741,Toxapex,63,152,50,Alola,53,142,35,Poison,Water
742,Mudbray,100,70,70,Alola,45,55,45,Ground,None
743,Mudsdale,125,100,100,Alola,55,85,35,Ground,None
744,Dewpider,40,52,38,Alola,40,72,27,Water,Bug
745,Araquanid,70,92,68,Alola,50,132,42,Water,Bug
746,Fomantis,55,35,40,Alola,50,35,35,Grass,None
747,Lurantis,105,90,70,Alola,80,90,45,Grass,None
748,Morelull,35,55,40,Alola,65,75,15,Grass,Fairy
749,Shiinotic,45,80,60,Alola,90,100,30,Grass,Fairy
750,Salandit,44,40,48,Alola,71,40,77,Poison,Fire
751,Salazzle,64,60,68,Alola,111,60,117,Poison,Fire
752,Stufful,75,50,70,Alola,45,50,50,Normal,Fighting
753,Bewear,125,80,120,Alola,55,60,60,Normal,Fighting
754,Bounsweet,30,38,42,Alola,30,38,32,Grass,None
755,Steenee,40,48,52,Alola,40,48,62,Grass,None
756,Tsareena,120,98,72,Alola,50,98,72,Grass,None
757,Comfey,52,90,51,Alola,82,110,100,Fairy,None
758,Oranguru,60,80,90,Alola,90,110,60,Normal,Psychic
759,Passimian,120,90,100,Alola,40,60,80,Fighting,None
760,Wimpod,35,40,25,Alola,20,30,80,Bug,Water
761,Golisopod,125,140,75,Alola,60,90,40,Bug,Water
762,Sandygast,55,80,55,Alola,70,45,15,Ghost,Ground
763,Palossand,75,110,85,Alola,100,75,35,Ghost,Ground
764,Pyukumuku,60,130,55,Alola,30,130,5,Water,None
765,Silvally,95,95,95,Alola,95,95,95,Normal,None
766,Minior,60,100,60,Alola,60,100,60,Rock,Flying
767,Komala,115,65,65,Alola,75,95,65,Normal,None
768,Turtonator,78,135,60,Alola,91,85,36,Fire,Dragon
769,Togedemaru,98,63,65,Alola,40,73,96,Electric,Steel
770,Mimikyu,90,80,55,Alola,50,105,96,Ghost,Fairy
771,Bruxish,105,70,68,Alola,70,70,92,Water,Psychic
772,Drampa,60,85,78,Alola,135,91,36,Normal,Dragon
773,Dhelmise,131,100,70,Alola,86,90,40,Ghost,Grass
774,Jangmo-o,55,65,45,Alola,45,45,45,Dragon,None
775,Hakamo-o,75,90,55,Alola,65,70,65,Dragon,Fighting
776,Kommo-o,110,125,75,Alola,100,105,85,Dragon,Fighting
777,Cosmog,29,31,43,Alola,29,31,37,Psychic,None
778,Cosmoem,29,131,43,Alola,29,131,37,Psychic,None
779,Solgaleo,137,107,137,Alola,113,89,97,Psychic,Steel
780,Lunala,113,89,137,Alola,137,107,97,Psychic,Ghost
781,Nihilego,53,47,109,Alola,127,131,103,Rock,Poison
782,Buzzwole,139,139,107,Alola,53,53,79,Bug,Fighting
783,Pheromosa,137,37,71,Alola,137,37,151,Bug,Fighting
784,Xurkitree,89,71,83,Alola,173,71,83,Electric,None
785,Celesteela,101,103,97,Alola,107,101,61,Steel,Flying
786,Kartana,181,131,59,Alola,59,31,109,Grass,Steel
787,Guzzlord,101,53,223,Alola,97,53,43,Dark,Dragon
788,Necrozma,107,101,97,Alola,127,89,79,Psychic,None
789,Magearna,95,115,80,Alola,130,115,65,Steel,Fairy
790,Marshadow,125,80,90,Alola,90,90,125,Fighting,Ghost
791,Poipole,73,67,67,Alola,73,67,73,Poison,None
792,Naganadel,73,73,73,Alola,127,73,121,Poison,Dragon
793,Stakataka,131,211,61,Alola,53,101,13,Rock,Steel
794,Blacephalon,127,53,53,Alola,151,79,107,Fire,Ghost
795,Zeraora,112,75,88,Alola,102,80,143,Electric,None
796,Meltan,65,65,46,Alola,55,35,34,Steel,None
797,Melmetal,143,143,135,Alola,80,65,34,Steel,None
798,Grookey,65,50,50,Galar,40,40,65,Grass,None
799,Thwackey,85,70,70,Galar,55,60,80,Grass,None
800,Rillaboom,125,90,100,Galar,60,70,85,Grass,None
801,Scorbunny,71,40,50,Galar,40,40,69,Fire,None
802,Raboot,86,60,65,Galar,55,60,94,Fire,None
803,Cinderace,116,75,80,Galar,65,75,119,Fire,None
804,Sobble,40,40,50,Galar,70,40,70,Water,None
805,Drizzile,60,55,65,Galar,95,55,90,Water,None
806,Inteleon,85,65,70,Galar,125,65,120,Water,None
807,Skwovet,55,55,70,Galar,35,35,25,Normal,None
808,Greedent,95,95,120,Galar,55,75,20,Normal,None
809,Rookidee,47,35,38,Galar,33,35,57,Flying,None
810,Corvisquire,67,55,68,Galar,43,55,77,Flying,None
811,Corviknight,87,105,98,Galar,53,85,67,Flying,Steel
812,Blipbug,20,20,25,Galar,25,45,45,Bug,None
813,Dottler,35,80,50,Galar,50,90,30,Bug,Psychic
814,Orbeetle,45,110,60,Galar,80,120,90,Bug,Psychic
815,Nickit,28,28,40,Galar,47,52,50,Dark,None
816,Thievul,58,58,70,Galar,87,92,90,Dark,None
817,Gossifleur,40,60,40,Galar,40,60,10,Grass,None
818,Eldegoss,50,90,60,Galar,80,120,60,Grass,None
819,Wooloo,40,55,42,Galar,40,45,48,Normal,None
820,Dubwool,80,100,72,Galar,60,90,88,Normal,None
821,Chewtle,64,50,50,Galar,38,38,44,Water,None
822,Drednaw,115,90,90,Galar,48,68,74,Water,Rock
823,Yamper,45,50,59,Galar,40,50,26,Electric,None
824,Boltund,90,60,69,Galar,90,60,121,Electric,None
825,Rolycoly,40,50,30,Galar,40,50,30,Rock,None
826,Carkol,60,90,80,Galar,60,70,50,Rock,Fire
827,Coalossal,80,120,110,Galar,80,90,30,Rock,Fire
828,Applin,40,80,40,Galar,40,40,20,Grass,Dragon
829,Flapple,110,80,70,Galar,95,60,70,Grass,Dragon
830,Appletun,85,80,110,Galar,100,80,30,Grass,Dragon
831,Silicobra,57,75,52,Galar,35,50,46,Ground,None
832,Sandaconda,107,125,72,Galar,65,70,71,Ground,None
833,Cramorant,85,55,70,Galar,85,95,85,Flying,Water
834,Arrokuda,63,40,41,Galar,40,30,66,Water,None
835,Barraskewda,123,60,61,Galar,60,50,136,Water,None
836,Toxel,38,35,40,Galar,54,35,40,Electric,Poison
837,Toxtricity,98,70,75,Galar,114,70,75,Electric,Poison
838,Sizzlipede,65,45,50,Galar,50,50,45,Fire,Bug
839,Centiskorch,115,65,100,Galar,90,90,65,Fire,Bug
840,Clobbopus,68,60,50,Galar,50,50,32,Fighting,None
841,Grapploct,118,90,80,Galar,70,80,42,Fighting,None
842,Sinistea,45,45,40,Galar,74,54,50,Ghost,None
843,Polteageist,65,65,60,Galar,134,114,70,Ghost,None
844,Hatenna,30,45,42,Galar,56,53,39,Psychic,None
845,Hattrem,40,65,57,Galar,86,73,49,Psychic,None
846,Hatterene,90,95,57,Galar,136,103,29,Psychic,Fairy
847,Impidimp,45,30,45,Galar,55,40,50,Dark,Fairy
848,Morgrem,60,45,65,Galar,75,55,70,Dark,Fairy
849,Grimmsnarl,120,65,95,Galar,95,75,60,Dark,Fairy
850,Obstagoon,90,101,93,Galar,60,81,95,Dark,Normal
851,Perrserker,110,100,70,Galar,50,60,50,Steel,None
852,Cursola,95,50,60,Galar,145,130,30,Ghost,None
853,Runerigus,95,145,58,Galar,50,105,30,Ground,Ghost
854,Milcery,40,40,45,Galar,50,61,34,Fairy,None
855,Alcremie,60,75,65,Galar,110,121,64,Fairy,None
856,Falinks,100,100,65,Galar,70,60,75,Fighting,None
857,Pincurchin,101,95,48,Galar,91,85,15,Electric,None
858,Snom,25,35,30,Galar,45,30,20,Ice,Bug
859,Frosmoth,65,60,70,Galar,125,90,65,Ice,Bug
860,Stonjourner,125,135,100,Galar,20,20,70,Rock,None
861,Eiscue,80,110,75,Galar,65,90,50,Ice,None
862,Indeedee,65,55,60,Galar,105,95,95,Psychic,Normal
863,Morpeko,95,58,58,Galar,70,58,97,Electric,Dark
864,Cufant,80,49,72,Galar,40,49,40,Steel,None
865,Copperajah,130,69,122,Galar,80,69,30,Steel,None
866,Dracozolt,100,90,90,Galar,80,70,75,Electric,Dragon
867,Arctozolt,100,90,90,Galar,90,80,55,Electric,Ice
868,Dracovish,90,100,90,Galar,70,80,75,Water,Dragon
869,Arctovish,90,100,90,Galar,80,90,55,Water,Ice
870,Duraludon,95,115,70,Galar,120,50,85,Steel,Dragon
871,Dreepy,60,30,28,Galar,40,30,82,Dragon,Ghost
872,Drakloak,80,50,68,Galar,60,50,102,Dragon,Ghost
873,Dragapult,120,75,88,Galar,100,75,142,Dragon,Ghost
